PTF09as   SLSN-I    0.1866     8.21  9 0.20 0.05 0.05 -16.20 0.16 0.10 -17.62 0.11 0.07 -17.96 0.31 0.28 -0.22 0.28 0.23  8.19 0.36 0.57  -8.40 0.82 0.55  0.58 1.57 0.50 
PTF10czn  SN II     0.04535    8.57 15 0.15 0.08 0.05 -19.09 0.45 0.23 -21.22 0.09 0.04 -22.30 0.15 0.08  0.62 0.18 0.15 10.53 0.14 0.20  -9.94 0.41 0.16  5.44 5.15 3.62 
PTF10dk   SN IIn    0.075     16.13  9 0.07 0.20 0.05 -13.32 1.18 1.00 -15.92 0.14 0.08 -16.28 0.16 0.31 -2.10 1.07 1.72  8.16 0.16 0.18 -10.28 1.33 1.70  2.24 3.25 1.23 
PTF10dvb  SN II     0.02287   11.86 15 0.17 0.08 0.03 -18.45 0.38 0.17 -20.31 0.08 0.04 -21.50 0.19 0.06  0.58 0.10 0.08 10.08 0.09 0.14  -9.50 0.25 0.13  6.62 3.95 4.20 
PTF10ehy  SN II     0.00809   24.68 17 0.07 0.05 0.02 -15.79 0.20 0.09 -17.18 0.09 0.04 -17.63 0.13 0.09 -1.02 0.14 0.08  8.64 0.10 0.21  -9.65 0.37 0.14  6.89 4.43 4.86 
PTF10eoo  cSLSN-IIn 0.291      0.86  4 1.14 0.65 0.72  -3.61 6.56 6.80 -10.60 4.33 3.15 -14.67 2.95 3.18 -1.17 1.49 1.86  6.76 1.49 1.23  -8.03 1.47 1.52  0.23 3.85 0.22 
PTF10eqe  SN II     0.03085   10.27 15 0.11 0.08 0.06 -16.16 0.40 0.28 -17.90 0.08 0.04 -18.83 0.19 0.10 -0.70 0.20 0.11  9.13 0.11 0.22  -9.84 0.49 0.15  6.28 4.83 4.21 
PTF10eqi  SN Ib     0.02955   21.18 15 0.17 0.10 0.08 -18.59 1.43 0.48 -21.36 0.12 0.05 -22.89 0.20 0.06  0.50 0.26 0.36 10.86 0.12 0.28 -10.38 0.79 0.25  6.06 4.58 3.94 
PTF10eqz  SN II     0.0295    14.07 12 0.14 0.14 0.04 -17.22 0.85 0.14 -19.23 0.42 0.06 -20.22 0.23 0.08 -0.17 0.29 0.14  9.73 0.12 0.36  -9.90 0.83 0.16  6.23 5.01 4.61 
PTF10ewc  SN IIn    0.055     16.14 15 0.22 0.14 0.06 -15.94 0.92 0.20 -17.70 0.19 0.05 -18.66 0.23 0.16 -0.23 0.30 0.25  8.65 0.22 0.29  -8.86 0.61 0.44  1.72 3.17 1.34 
PTF10fbv  SN Ib     0.056963  11.04 12 0.24 0.06 0.03 -18.71 0.37 0.14 -21.10 0.26 0.06 -22.15 0.11 0.09  0.73 0.22 0.12 10.44 0.18 0.24  -9.73 0.54 0.19  3.01 4.55 1.99 
PTF10fei  SN IIn    0.095      8.51 12 0.22 0.19 0.09 -15.04 0.97 0.39 -17.23 0.14 0.07 -18.67 0.35 0.26 -0.59 0.47 0.34  9.03 0.12 0.23  -9.61 0.78 0.41  6.27 4.73 4.97 
PTF10fel  SLSN-IIn  0.2358    16.14 11 0.15 0.07 0.06 -17.59 0.56 0.37 -19.81 0.07 0.05 -20.66 0.14 0.10 -0.08 0.41 0.34  9.88 0.17 0.24  -9.98 0.77 0.35  3.55 4.90 2.26 
PTF10feq  SN Ib     0.02845   11.34 17 0.17 0.13 0.05 -16.96 0.63 0.14 -19.69 0.23 0.04 -21.13 0.25 0.06 -0.17 0.31 0.19 10.15 0.14 0.28 -10.35 0.90 0.17  5.83 4.37 3.79 
PTF10ffx  SN II     0.0488    13.85 13 0.07 0.12 0.05 -11.86 2.64 1.55 -15.56 0.11 0.07 -16.26 0.15 0.16 -2.84 1.32 3.44  8.27 0.16 0.29 -11.10 1.75 3.48  4.06 4.35 2.51 
PTF10fgz  SN II     0.0113    10.59 17 0.06 0.04 0.01 -16.89 0.18 0.07 -17.92 0.14 0.03 -17.94 0.10 0.09 -0.66 0.12 0.06  8.71 0.11 0.29  -9.37 0.48 0.15  5.88 3.19 4.21 
PTF10fhk  SN II     0.033316   1.92 10 0.26 0.09 0.07 -17.36 1.98 0.65 -20.20 0.29 0.08 -21.86 0.34 0.07  0.48 0.30 0.53 10.27 0.19 0.36  -9.85 0.85 0.35  3.44 5.69 2.40 
PTF10fia  SN Ib     0.03821    7.33 17 0.34 0.14 0.05 -16.98 0.76 0.17 -20.52 0.29 0.04 -22.73 0.21 0.06  0.56 0.40 0.19 10.84 0.12 0.36 -10.30 0.99 0.18  6.73 4.57 4.83 
PTF10fjh  SN IIn    0.030988   9.95 15 0.36 0.16 0.06 -18.23 0.37 0.11 -21.33 0.13 0.04 -23.09 0.08 0.15  1.08 0.55 0.22 10.98 0.11 0.37  -9.90 1.06 0.25  6.50 4.21 5.13 
PTF10fjq  SN II     0.03796   11.43 17 0.17 0.10 0.05 -17.64 0.31 0.12 -20.12 0.08 0.04 -21.66 0.13 0.05  0.17 0.20 0.16 10.34 0.11 0.20 -10.18 0.52 0.17  6.78 4.53 3.97 
PTF10flx  SN IIn    0.067      9.92 16 0.15 0.05 0.04 -17.89 0.17 0.10 -19.71 0.11 0.04 -20.35 0.14 0.16  0.10 0.17 0.10  9.66 0.16 0.17  -9.57 0.40 0.17  2.71 4.34 1.56 
PTF10fmr  SN IIb    0.01952   25.31 17 0.06 0.15 0.03 -17.14 0.67 0.11 -18.62 0.38 0.04 -19.25 0.33 0.07 -0.51 0.33 0.09  9.27 0.13 0.41  -9.78 0.83 0.17  5.83 5.18 4.39 
PTF10fmx  SN Ic     0.04464   21.02 17 0.19 0.14 0.06 -18.59 0.37 0.11 -21.19 0.12 0.04 -22.84 0.19 0.06  0.63 0.33 0.19 10.77 0.13 0.20 -10.16 0.68 0.18  5.20 4.82 2.59 
PTF10fou  SN IIn    0.042     27.13 17 0.19 0.11 0.03 -15.58 0.42 0.10 -17.57 0.06 0.04 -19.19 0.28 0.06 -0.45 0.16 0.13  9.23 0.08 0.19  -9.66 0.37 0.20  8.31 3.59 5.23 
PTF10fqg  SN IIb    0.02777   34.06 17 0.06 0.10 0.03 -17.04 0.41 0.10 -18.19 0.21 0.05 -18.22 0.10 0.14 -0.63 0.31 0.13  8.91 0.12 0.40  -9.55 0.82 0.17  4.25 5.30 3.17 
PTF10fqx  SN II     0.017     30.20 17 0.16 0.06 0.03 -16.70 0.21 0.11 -18.71 0.16 0.04 -19.45 0.09 0.09 -0.37 0.19 0.11  9.45 0.14 0.25  -9.82 0.48 0.17  4.76 4.63 3.19 
PTF10fya  SN II     0.0358    13.21 11 0.17 0.22 0.11 -13.00 1.08 0.39 -14.47 0.17 0.08 -15.27 0.23 0.38 -1.64 0.51 0.30  7.39 0.21 0.40  -9.00 0.90 0.48  2.47 4.97 2.18 
PTF10gki  SN II     0.02705    8.72 17 0.25 0.11 0.06 -16.74 0.79 0.20 -20.59 0.22 0.05 -22.41 0.14 0.06  0.01 0.25 0.25 10.64 0.18 0.18 -10.65 0.57 0.23  3.93 3.70 2.07 
PTF10glp  SN II     0.079     24.13 12 0.25 0.07 0.03 -19.24 0.74 0.12 -21.32 0.52 0.06 -22.33 0.34 0.15  1.05 0.14 0.09 10.50 0.14 0.52  -9.45 0.68 0.18  5.61 4.65 4.43 
PTF10gmf  SN IIb    0.0402    17.51  5 0.43 0.25 0.23 -11.87 2.15 0.78 -15.01 0.23 0.13 -16.67 0.61 0.49 -0.92 0.63 1.42  8.03 0.24 0.46  -8.91 1.01 1.38  1.61 4.74 1.43 
PTF10gnc  SN II     0.04613   16.14 15 0.18 0.06 0.04 -19.09 0.30 0.15 -20.89 0.18 0.04 -21.65 0.14 0.12  0.69 0.15 0.08 10.27 0.10 0.35  -9.59 0.62 0.13  6.65 4.78 5.11 
PTF10gqf  SN II     0.04534    7.76 17 0.06 0.31 0.04 -16.03 1.80 0.16 -20.10 0.50 0.04 -21.80 0.21 0.05 -0.90 0.51 0.15 10.48 0.12 0.22 -11.39 1.15 0.20  5.86 3.44 3.37 
PTF10gtn  SN II     0.073      8.03 14 0.08 0.11 0.06 -16.74 0.40 0.21 -18.92 0.23 0.05 -19.53 0.16 0.13 -0.74 0.46 0.16  9.33 0.19 0.12 -10.09 0.76 0.18  2.26 2.84 1.05 
PTF10gva  SN II     0.02751   25.80 13 0.25 0.15 0.07 -15.57 0.59 0.18 -17.67 0.13 0.04 -18.70 0.13 0.25 -0.38 0.39 0.21  9.08 0.10 0.29  -9.46 0.79 0.24  5.78 4.75 4.76 
PTF10gvb  SN Ic-BL  0.0979    44.51 15 0.17 0.11 0.04 -16.62 0.59 0.23 -18.11 0.18 0.05 -18.82 0.43 0.14 -0.18 0.14 0.14  8.72 0.20 0.26  -8.90 0.38 0.31  1.20 1.60 0.69 
PTF10gvd  SN IIn    0.071      3.86  7 0.07 0.10 0.04 -15.54 0.57 0.15 -16.23 0.15 0.06 -16.46 0.50 0.23 -0.94 0.22 0.26  7.49 0.41 0.29  -8.41 0.47 0.63  0.62 2.07 0.42 
PTF10gvf  SN IIn    0.081      5.19 14 0.04 0.09 0.02 -18.82 0.34 0.09 -19.76 0.14 0.03 -19.97 0.28 0.11  0.16 0.13 0.10  9.30 0.13 0.19  -9.13 0.34 0.20  3.43 2.31 2.09 
PTF10gxi  SN II     0.0287    19.19 16 0.17 0.04 0.03 -15.75 0.16 0.09 -17.61 0.08 0.04 -18.44 0.12 0.09 -0.68 0.14 0.09  9.01 0.09 0.23  -9.68 0.41 0.14  6.99 4.58 4.78 
PTF10gym  SN II     0.072     18.40 11 0.08 0.14 0.06 -14.39 0.81 0.38 -15.13 0.21 0.11 -14.78 0.31 0.47 -1.55 0.35 0.24  7.33 0.22 0.31  -8.85 0.59 0.40  1.58 2.70 1.20 
PTF10hbf  SN IIn    0.041762  13.89 11 0.06 0.16 0.04 -17.61 0.68 0.14 -19.78 0.07 0.05 -21.30 0.13 0.04 -0.24 0.24 0.11 10.31 0.06 0.24 -10.53 0.51 0.16 10.53 2.71 6.67 
PTF10hcr  SN IIn    0.036669   5.96 17 0.27 0.07 0.05 -16.30 0.34 0.16 -19.16 0.08 0.04 -20.83 0.12 0.06 -0.03 0.17 0.16 10.03 0.12 0.23 -10.07 0.43 0.17  6.34 4.39 4.06 
PTF10hdq  SN II     0.0826     2.96 12 0.18 0.30 0.11 -13.80 1.47 0.58 -16.96 0.34 0.08 -17.83 0.25 0.54 -1.66 1.46 1.36  8.70 0.19 0.16 -10.36 1.67 1.37  1.80 2.52 1.10 
PTF10heh  SLSN-IIn  0.3377    13.59  8 0.14 0.09 0.08 -16.60 0.29 0.22 -17.89 0.08 0.06 -18.42 0.27 0.20 -0.29 0.32 0.27  8.53 0.23 0.41  -8.81 0.73 0.46  1.58 3.10 1.30 
PTF10hfe  SN Ic     0.0485    15.67 17 0.06 0.06 0.02 -20.25 0.20 0.08 -21.30 0.06 0.03 -21.77 0.16 0.05  0.89 0.08 0.08  9.95 0.08 0.10  -9.06 0.18 0.14  2.49 1.43 1.19 
PTF10hgi  SLSN-IIb  0.0986    11.86 10 0.17 0.06 0.06 -13.82 0.65 0.47 -15.90 0.07 0.05 -16.63 0.15 0.14 -1.45 0.33 0.38  8.15 0.16 0.18  -9.66 0.66 0.37  1.73 4.86 0.93 
PTF10hie  SN Ic     0.0668    17.00 16 0.08 0.13 0.05 -17.52 0.56 0.23 -19.18 0.21 0.06 -19.55 0.20 0.22 -0.39 0.44 0.26  9.48 0.15 0.31  -9.86 0.79 0.32  4.64 5.14 3.31 
PTF10hif  SN IIn    0.141     24.10 14 0.09 0.06 0.04 -17.29 0.33 0.23 -19.17 0.05 0.04 -19.88 0.13 0.10 -0.40 0.28 0.16  9.76 0.08 0.28 -10.16 0.65 0.19  9.96 2.97 6.58 
PTF10hlc  SN II     0.03486   17.04 16 0.13 0.11 0.02 -16.81 0.71 0.10 -18.18 0.39 0.03 -18.53 0.13 0.15 -0.43 0.26 0.08  9.03 0.09 0.62  -9.46 1.00 0.14  7.02 3.81 6.40 
PTF10hmg  SN II     0.06151   19.06 15 0.20 0.05 0.03 -18.07 0.41 0.19 -20.29 0.18 0.04 -21.22 0.17 0.06  0.34 0.21 0.13 10.23 0.11 0.46  -9.91 0.78 0.14  6.49 4.84 4.98 
PTF10hny  SN II     0.02651   22.84 15 0.22 0.05 0.03 -18.57 0.54 0.18 -21.01 0.15 0.04 -22.16 0.11 0.07  0.64 0.18 0.14 10.62 0.10 0.33  -9.99 0.63 0.15  6.87 4.48 4.97 
PTF10hpa  SN II     0.027     39.68 16 0.08 0.08 0.03 -17.57 0.35 0.10 -18.96 0.24 0.04 -19.36 0.17 0.16 -0.31 0.21 0.09  9.39 0.11 0.41  -9.69 0.73 0.17  8.05 3.92 6.41 
PTF10hsn  SN IIn    0.164     11.39 11 0.32 0.10 0.07 -18.34 0.38 0.22 -20.72 0.07 0.03 -22.02 0.16 0.26  1.01 0.32 0.20 10.33 0.14 0.35  -9.31 0.72 0.29  4.62 4.81 3.75 
PTF10hv   SN II     0.05184    1.89 10 0.14 0.07 0.04 -17.47 0.67 0.19 -19.38 0.33 0.07 -20.07 0.18 0.12 -0.12 0.22 0.15  9.65 0.16 0.26  -9.78 0.58 0.20  4.17 4.99 2.74 
PTF10hvz  SN II     0.038771  11.87 16 0.09 0.07 0.03 -18.17 0.24 0.09 -19.74 0.16 0.04 -20.29 0.15 0.13 -0.03 0.20 0.09  9.78 0.10 0.30  -9.80 0.60 0.15  7.11 4.43 5.02 
PTF10hyq  SN II     0.01635    8.55 17 0.05 0.10 0.02 -16.42 0.89 0.10 -17.15 0.32 0.03 -17.24 0.34 0.09 -0.68 0.09 0.10  7.86 0.17 0.22  -8.54 0.30 0.25  0.83 0.71 0.48 
PTF10ikr  SN II     0.134      1.36  3 0.60 0.25 0.25 -11.27 1.54 1.19 -14.58 0.35 0.22 -16.48 0.95 0.86 -0.35 0.80 0.84  7.24 0.65 0.58  -7.51 1.02 1.34  0.07 1.41 0.07 
PTF10in   SN IIb    0.077      9.58  4 0.43 0.25 0.15 -13.05 0.93 0.52 -16.06 0.14 0.10 -17.83 0.35 0.47 -0.63 0.69 0.48  8.65 0.17 0.30  -9.27 0.91 0.50  3.19 5.27 2.67 
PTF10inj  SN Ib     0.0644    14.51 12 0.10 0.18 0.05 -16.47 0.86 0.16 -17.75 0.17 0.04 -18.19 0.25 0.31 -0.61 0.41 0.20  8.78 0.15 0.27  -9.38 0.71 0.32  4.88 5.67 3.92 
PTF10iue  SN Ic-BL  0.1319    18.97 17 0.12 0.04 0.03 -18.16 0.12 0.11 -19.56 0.06 0.03 -19.91 0.11 0.12  0.12 0.14 0.09  9.36 0.14 0.17  -9.26 0.34 0.17  3.00 3.47 1.80 
PTF10iwb  SN II     0.125      6.82  9 0.21 0.10 0.11 -16.45 3.55 1.79 -20.97 0.11 0.07 -22.64 0.28 0.09 -0.24 1.04 2.95 10.71 0.17 0.32 -10.91 1.54 2.92  3.31 4.22 1.69 
PTF10jkx  SN II     0.02815    7.46 14 0.09 0.07 0.03 -16.69 0.19 0.10 -18.49 0.09 0.04 -19.11 0.12 0.12 -0.67 0.21 0.11  9.38 0.11 0.26 -10.04 0.56 0.16  6.88 4.22 4.66 
PTF10jop  SN IIn    0.087     24.23 17 0.18 0.10 0.06 -19.31 0.36 0.13 -21.57 0.33 0.04 -22.55 0.23 0.12  0.73 0.35 0.18 10.78 0.13 0.48 -10.08 0.93 0.17  7.01 4.56 5.41 
PTF10jwd  SLSN-IIn  0.3478    27.30 13 0.24 0.06 0.06 -18.65 0.20 0.15 -20.78 0.09 0.05 -21.81 0.19 0.10  0.82 0.22 0.24 10.13 0.16 0.19  -9.32 0.43 0.27  2.72 4.42 1.81 
PTF10jwr  SN II     0.0581    16.97 17 0.29 0.06 0.05 -15.28 0.61 0.26 -18.47 0.22 0.05 -19.98 0.14 0.09 -0.44 0.23 0.23  9.76 0.14 0.30 -10.22 0.82 0.20  4.91 4.75 3.40 
PTF10jws  SN II     0.0645    17.64  9 0.09 0.14 0.06 -14.18 0.64 0.26 -15.44 0.14 0.08 -15.91 0.34 0.34 -1.53 0.39 0.21  7.84 0.17 0.26  -9.35 0.65 0.30  4.62 4.92 3.64 
PTF10ksq  SN II     0.035458  14.62 15 0.19 0.19 0.07 -19.08 0.34 0.10 -21.34 0.08 0.04 -22.49 0.08 0.11  0.75 0.55 0.24 10.67 0.11 0.27  -9.93 0.96 0.25  6.63 4.49 5.03 
PTF10kui  SN Ib     0.02      20.80 17 0.13 0.08 0.04 -16.39 0.20 0.13 -18.64 0.22 0.05 -19.40 0.12 0.08 -0.67 0.39 0.14  9.24 0.18 0.09  -9.94 0.53 0.17  1.99 2.66 0.69 
PTF10lbo  SN Ic     0.0515    34.15 15 0.10 0.06 0.04 -16.03 0.95 0.36 -18.32 0.09 0.05 -19.10 0.13 0.09 -0.92 0.43 0.30  9.48 0.09 0.38 -10.41 1.00 0.28  8.29 3.80 6.28 
PTF10llv  SN II     0.06708    7.71 13 0.20 0.26 0.10 -15.65 2.91 1.58 -20.99 0.15 0.05 -22.70 0.10 0.12 -0.65 1.81 3.64 10.83 0.16 0.25 -11.43 2.32 3.70  4.42 4.13 2.93 
PTF10lnx  SN II     0.03423   14.74 17 0.13 0.05 0.02 -18.37 0.19 0.08 -20.03 0.09 0.04 -20.71 0.10 0.08  0.26 0.11 0.08  9.87 0.10 0.22  -9.60 0.35 0.14  6.87 4.61 5.34 
PTF10lyb  SN II     0.04015   16.19 17 0.22 0.07 0.03 -18.36 0.26 0.10 -20.74 0.17 0.04 -21.85 0.09 0.07  0.55 0.24 0.11 10.50 0.11 0.34  -9.97 0.70 0.14  7.18 4.05 5.19 
PTF10mug  SN II     0.0562    24.22  9 0.10 0.23 0.07 -13.92 1.75 0.57 -16.40 0.13 0.07 -17.12 0.15 0.28 -1.70 0.88 0.84  8.58 0.14 0.20 -10.29 1.15 0.77  4.60 5.26 3.23 
PTF10mwt  SN II     0.030037   8.71 10 0.34 0.12 0.06 -18.55 0.41 0.11 -21.17 0.11 0.05 -22.68 0.08 0.09  1.15 0.29 0.21 10.68 0.10 0.29  -9.54 0.68 0.23  6.78 4.59 5.45 
PTF10myz  SN II     0.02816   11.45 17 0.22 0.08 0.04 -16.83 0.32 0.14 -19.29 0.25 0.05 -20.34 0.12 0.09 -0.08 0.27 0.13  9.70 0.19 0.20  -9.81 0.56 0.19  2.75 4.05 1.62 
PTF10nbf  SN II     0.022      9.91 10 0.15 0.08 0.05 -16.58 1.29 0.55 -18.43 0.31 0.16 -19.08 0.13 0.10 -0.39 0.19 0.36  9.19 0.17 0.25  -9.61 0.48 0.38  3.80 5.72 2.83 
PTF10ndr  SN IIn    0.0745    15.27 10 0.19 0.05 0.04 -18.32 0.27 0.15 -20.35 0.13 0.06 -21.22 0.16 0.14  0.44 0.16 0.14 10.06 0.14 0.23  -9.63 0.45 0.18  3.91 5.41 2.66 
PTF10ngx  SN IIn    0.06678   17.14 17 0.23 0.07 0.03 -18.95 0.23 0.10 -21.48 0.21 0.04 -22.56 0.08 0.08  0.76 0.30 0.12 10.72 0.15 0.25  -9.96 0.61 0.17  4.32 4.28 2.71 
PTF10nmn  SLSN-I    0.1239     2.89  8 0.08 0.09 0.05 -16.24 0.24 0.17 -17.27 0.06 0.05 -17.26 0.12 0.13 -0.80 0.30 0.18  8.26 0.20 0.26  -9.06 0.55 0.33  2.49 3.50 1.87 
PTF10npd  SN II     0.011501  29.88 14 0.05 0.17 0.03 -16.70 0.52 0.08 -17.80 0.08 0.03 -18.15 0.12 0.12 -0.67 0.37 0.11  8.67 0.11 0.21  -9.33 0.66 0.21  5.05 3.99 4.11 
PTF10oet  SN II     0.02816    9.33 17 0.22 0.05 0.04 -16.82 0.21 0.13 -19.29 0.16 0.05 -20.34 0.09 0.09 -0.09 0.17 0.13  9.71 0.17 0.17  -9.82 0.40 0.17  2.74 3.57 1.47 
PTF10ofb  SN II     0.0436    13.19 17 0.04 0.11 0.03 -17.06 0.44 0.15 -18.28 0.12 0.04 -18.95 0.37 0.09 -0.49 0.14 0.10  9.08 0.10 0.28  -9.57 0.51 0.16  6.67 4.67 4.91 
PTF10ood  SN Ic     0.0595    18.28 17 0.12 0.06 0.05 -17.22 0.24 0.16 -19.33 0.38 0.06 -19.52 0.14 0.15 -0.59 0.42 0.22  9.36 0.09 0.14  -9.96 0.69 0.20  1.08 1.22 0.33 
PTF10ooe  SN II     0.244     23.09 17 0.24 0.06 0.04 -19.97 0.22 0.14 -22.04 0.12 0.05 -23.15 0.29 0.11  1.44 0.13 0.11 10.56 0.24 0.21  -9.13 0.37 0.28  1.64 4.16 1.07 
PTF10osn  SN Ic     0.03799   13.19 15 0.27 0.04 0.06 -18.50 0.25 0.19 -21.00 0.06 0.04 -22.36 0.09 0.11  0.82 0.12 0.12 10.64 0.11 0.26  -9.83 0.40 0.14  7.20 4.55 5.25 
PTF10osr  SN II     0.0229    22.59 12 0.09 0.11 0.05 -13.60 0.51 0.25 -15.36 0.07 0.05 -16.29 0.21 0.10 -1.79 0.32 0.16  8.14 0.11 0.23  -9.94 0.58 0.20  6.81 4.48 4.63 
PTF10oug  SN IIn    0.153     12.03 10 0.16 0.12 0.08 -17.35 0.63 0.34 -18.53 0.15 0.07 -18.63 0.32 0.38  0.06 0.31 0.31  8.59 0.32 0.56  -8.50 0.81 0.55  0.75 2.06 0.64 
PTF10pbi  SN Ib     0.0472    13.31  8 0.09 0.05 0.04 -15.74 0.51 0.25 -17.63 0.11 0.06 -18.26 0.14 0.14 -1.03 0.22 0.20  9.01 0.14 0.25 -10.05 0.47 0.22  5.75 4.89 3.89 
PTF10pjg  SN II     0.042636   6.60 16 0.17 0.06 0.04 -18.24 0.20 0.11 -20.56 0.18 0.05 -21.45 0.10 0.09  0.25 0.19 0.14 10.15 0.18 0.16  -9.92 0.40 0.17  2.80 3.45 1.41 
PTF10prt  SN II     0.0689     7.37 17 0.21 0.07 0.04 -16.47 0.28 0.12 -18.70 0.23 0.04 -19.68 0.15 0.13 -0.27 0.25 0.12  9.50 0.15 0.27  -9.78 0.65 0.18  4.12 4.63 2.71 
PTF10pzp  SN IIb    0.0809    14.34 15 0.12 0.05 0.08 -16.59 0.54 0.46 -18.35 0.08 0.05 -18.94 0.16 0.25 -0.58 0.22 0.20  9.23 0.14 0.21  -9.83 0.45 0.23  5.17 5.04 3.40 
PTF10qaf  SLSN-IIn  0.284      7.73  7 0.18 0.15 0.10 -16.85 0.64 0.45 -18.36 0.16 0.10 -18.95 0.17 0.19 -0.09 0.41 0.29  8.90 0.25 0.49  -8.96 0.79 0.46  1.95 3.98 1.61 
PTF10qif  SN Ib     0.0621    15.47 16 0.18 0.06 0.03 -18.76 0.22 0.12 -20.93 0.12 0.03 -21.87 0.08 0.07  0.54 0.19 0.13 10.53 0.09 0.31 -10.00 0.59 0.15  8.35 3.68 5.81 
PTF10qkg  SN II     0.03981    9.76 15 0.31 0.30 0.15 -16.77 1.28 0.42 -21.26 0.19 0.05 -23.35 0.08 0.12  0.15 1.41 0.57 11.07 0.16 0.26 -10.92 1.97 0.57  4.33 4.53 3.07 
PTF10qob  SN II     0.01875    7.30 11 0.15 0.05 0.03 -16.75 0.47 0.10 -18.03 0.57 0.09 -18.33 0.49 0.17 -0.27 0.19 0.14  8.54 0.33 0.60  -8.81 0.70 0.43  1.49 3.13 1.22 
PTF10qqd  SN Ic     0.08081   25.09 15 0.18 0.05 0.04 -18.36 0.53 0.32 -20.43 0.13 0.05 -21.21 0.13 0.11  0.34 0.23 0.16 10.20 0.12 0.39  -9.87 0.72 0.17  5.74 5.19 4.26 
PTF10qqh  SN II     0.0525    25.25 16 0.13 0.06 0.05 -15.55 0.40 0.22 -16.67 0.13 0.06 -16.80 0.24 0.32 -0.89 0.19 0.17  8.12 0.17 0.39  -9.01 0.58 0.29  2.35 2.68 1.73 
PTF10qrl  SN IIb    0.03958    8.10 15 0.22 0.04 0.03 -16.94 0.35 0.15 -19.18 0.08 0.04 -20.17 0.07 0.07 -0.04 0.14 0.11  9.82 0.09 0.28  -9.86 0.50 0.13  6.90 4.53 5.01 
PTF10qts  SN Ic-BL  0.0912    15.69  5 0.09 0.14 0.06 -15.16 0.41 0.23 -16.32 0.08 0.06 -16.39 0.19 0.29 -1.21 0.47 0.21  7.92 0.21 0.19  -9.13 0.62 0.32  2.11 3.57 1.40 
PTF10qwu  SN IIn    0.2263     6.20  6 0.17 0.10 0.06 -15.05 0.34 0.23 -15.99 0.08 0.06 -16.32 0.41 0.41 -0.76 0.24 0.27  7.44 0.37 0.51  -8.22 0.69 0.50  0.40 0.95 0.33 
PTF10qwz  SN II     0.020541  13.90 12 0.15 0.09 0.05 -18.69 0.52 0.27 -20.64 0.09 0.05 -21.92 0.26 0.07  0.57 0.16 0.13 10.35 0.09 0.21  -9.78 0.38 0.17  7.34 4.23 4.94 
PTF10rad  SN II     0.0232     2.69 10 0.10 0.06 0.04 -16.32 0.83 0.38 -18.05 0.14 0.06 -18.64 0.14 0.09 -0.71 0.21 0.27  9.01 0.15 0.19  -9.75 0.48 0.25  4.04 5.82 2.84 
PTF10raj  SN II     0.022616  22.73 10 0.13 0.07 0.05 -18.14 1.12 0.45 -20.02 0.22 0.08 -20.76 0.13 0.09  0.14 0.22 0.26  9.89 0.17 0.23  -9.77 0.54 0.31  4.42 5.51 2.96 
PTF10rem  SN II     0.0465    16.23 12 0.06 0.13 0.04 -16.39 0.77 0.24 -17.67 0.22 0.06 -17.78 0.19 0.22 -0.87 0.37 0.24  8.79 0.13 0.46  -9.65 0.92 0.30  6.12 4.97 5.22 
PTF10rex  SN II     0.0651    28.24 13 0.15 0.12 0.05 -15.79 0.62 0.35 -17.45 0.11 0.05 -18.17 0.40 0.11 -0.60 0.17 0.17  8.55 0.16 0.17  -9.15 0.35 0.29  1.09 2.32 0.54 
PTF10rin  SN II     0.03213    4.71 17 0.24 0.20 0.08 -15.50 0.70 0.15 -19.38 0.23 0.05 -21.56 0.18 0.06 -0.40 0.49 0.23 10.26 0.16 0.14 -10.67 0.77 0.23  3.81 3.45 1.65 
PTF10rjs  SN II     0.0583     7.21  5 0.22 0.14 0.08 -16.30 0.68 0.34 -18.03 0.15 0.07 -18.69 0.19 0.31 -0.21 0.38 0.26  8.98 0.14 0.43  -9.17 0.81 0.36  3.28 4.81 2.74 
PTF10rmn  SN II     0.0231     3.45  9 0.04 0.07 0.02 -16.82 0.25 0.11 -18.00 0.27 0.06 -18.17 0.31 0.12 -0.76 0.19 0.10  8.85 0.14 0.45  -9.61 0.70 0.19  5.50 5.36 4.30 
PTF10s    SN II     0.0513     9.06 17 0.14 0.07 0.03 -16.93 0.33 0.14 -18.91 0.16 0.04 -19.68 0.11 0.10 -0.35 0.24 0.11  9.62 0.10 0.32  -9.98 0.70 0.14  7.48 4.16 5.61 
PTF10scc  SLSN-IIn  0.242      6.96  4 0.13 0.19 0.09 -12.78 1.29 0.71 -13.33 0.29 0.24 -13.00 0.64 1.08 -1.61 0.67 0.44  5.69 0.81 0.47  -7.30 0.90 1.00  0.04 0.41 0.04 
PTF10svt  SN Ic     0.0311     7.16 10 0.06 0.10 0.04 -15.51 1.43 0.44 -17.10 0.29 0.08 -17.52 0.25 0.13 -1.20 0.32 0.48  8.56 0.16 0.30  -9.80 0.81 0.42  3.57 5.68 2.55 
PTF10tel  SN IIn    0.035      9.78 10 0.12 0.04 0.04 -15.54 0.29 0.17 -16.78 0.13 0.07 -17.10 0.22 0.22 -0.90 0.16 0.12  8.22 0.21 0.31  -9.13 0.49 0.29  3.14 3.50 2.32 
